ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,materialSetId,maxReinforceLevel,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,reinforcePriceRate,baseChangePriceRate,enableGemRank,pad2,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
8507,Coil Shield +7,2.145,2.145,2.145,2.145,1.76,1,1,1.56,1.56,1.56,1.56,1,1,1,1,1,1,1,1,1.07,17,17,0,0,0,0,7,17,2.145,1,1.56,1,4,1,0,[0|0|0],1,1,3.1
8508,Coil Shield +8,2.28,2.28,2.28,2.28,1.84,1,1,1.64,1.64,1.64,1.64,1,1,1,1,1,1,1,1,1.08,20,20,0,0,0,0,8,20,2.28,1,1.64,1,4.5,1,0,[0|0|0],1,1,3.4
8509,Coil Shield +9,2.415,2.415,2.415,2.415,1.92,1,1,1.72,1.72,1.72,1.72,1,1,1,1,1,1,1,1,1.09,22,22,0,0,0,0,9,22,2.415,1,1.72,1,5,1,0,[0|0|0],1,1,3.7
8510,Coil Shield +10,2.55,2.55,2.55,2.55,2,1,1,1.8,1.8,1.8,1.8,1,1,1,1,1,1,1,1,1.1,25,25,0,0,0,0,10,25,2.55,1,1.8,1,5.5,1,0,[0|0|0],1,1,4
9000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,6,1,0,[0|0|0],1,1,1
9001,,1.1,1.1,1.1,1.1,1.1,1,1,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1.1,1,1.05,1,1,1,0,[0|0|0],1,1,1.3
9002,,1.2,1.2,1.2,1.2,1.2,1,1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,5,1.2,1,1.1,1,1.2,1,0,[0|0|0],1,1,1.6
9003,,1.3,1.3,1.3,1.3,1.3,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,7,1.3,1,1.15,1,1.4,1,0,[0|0|0],1,1,1.9
9004,,1.4,1.4,1.4,1.4,1.4,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,10,1.4,1,1.2,1,1.6,1,0,[0|0|0],1,1,2.2
9005,,1.5,1.5,1.5,1.5,1.5,1,1,1.23,1.23,1.23,1.23,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,12,1.5,1,1.23,1,1.8,1,0,[0|0|0],1,1,2.5
9006,,1.6,1.6,1.6,1.6,1.6,1,1,1.26,1.26,1.26,1.26,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,15,1.6,1,1.26,1,2,1,0,[0|0|0],1,1,2.8
9007,,1.7,1.7,1.7,1.7,1.7,1,1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,17,1.7,1,1.29,1,2.2,1,0,[0|0|0],1,1,3.1
9008,,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,20,1.8,1,1.32,1,2.4,1,0,[0|0|0],1,1,3.4
9009,,1.9,1.9,1.9,1.9,1.9,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,22,1.9,1,1.35,1,2.6,1,0,[0|0|0],1,1,3.7
9010,,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,25,2,1,1.4,1,3,1,0,[0|0|0],1,1,4
10000,Standard,0.99,0.99,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.99,1,1,1,1,1,0,[0|0|0],1,1,1
10001,Standard,1.0296192,1.0296192,1.0296192,1.0296192,1.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.01,1,1,0,1,0,0,1,1,1.0296192,1,1,1,1.2,1,0,[0|0|0],1,1,1.0800002
10002,Standard,1.0692385,1.0692385,1.0692385,1.0692385,1.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.01,2,2,0,2,0,0,2,2,1.0692385,1,1,1,1.4,1,0,[0|0|0],1,1,1.1600001
10003,Standard,1.1088578,1.1088578,1.1088578,1.1088578,1.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.02,3,3,0,3,0,0,3,3,1.1088578,1,1,1,1.6,1,0,[0|0|0],1,1,1.2400001
10004,Standard,1.148477,1.148477,1.148477,1.148477,1.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.02,4,4,0,4,0,0,4,4,1.148477,1,1,1,1.8,1,0,[0|0|0],1,1,1.3200002
10005,Standard,1.1880962,1.1880962,1.1880962,1.1880962,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03,5,5,0,5,0,0,5,5,1.1880962,1,1,1,2,1,0,[0|0|0],1,1,1.4000003
10006,Standard,1.2277154,1.2277154,1.2277154,1.2277154,1.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03,6,6,0,6,0,0,6,6,1.2277154,1,1,1,2.2,1,0,[0|0|0],1,1,1.4800003
10007,Standard,1.2673346,1.2673346,1.2673346,1.2673346,1.28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04,7,7,0,7,0,0,7,7,1.2673346,1,1,1,2.4,1,0,[0|0|0],1,1,1.5600004
10008,Standard,1.3069538,1.3069538,1.3069538,1.3069538,1.32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04,8,8,0,8,0,0,8,8,1.3069538,1,1,1,2.6,1,0,[0|0|0],1,1,1.6400003
10009,Standard,1.346573,1.346573,1.346573,1.346573,1.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04,9,9,0,9,0,0,9,9,1.346573,1,1,1,2.8,1,0,[0|0|0],1,1,1.7200003
10010,Standard,1.3861922,1.3861922,1.3861922,1.3861922,1.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,10,10,0,10,0,0,10,10,1.3861922,1,1,1,3,1,0,[0|0|0],1,1,1.8000004
10011,Standard,1.4258115,1.4258115,1.4258115,1.4258115,1.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,11,11,0,11,0,0,11,11,1.4258115,1,1,1,3.2,1,0,[0|0|0],1,1,1.8800004
10012,Standard,1.4654306,1.4654306,1.4654306,1.4654306,1.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,12,12,0,12,0,0,12,12,1.4654306,1,1,1,3.4,1,0,[0|0|0],1,1,1.9600005
10013,Standard,1.50505,1.50505,1.50505,1.50505,1.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.06,13,13,0,13,0,0,13,13,1.50505,1,1,1,3.6,1,0,[0|0|0],1,1,2.0400004
10014,Standard,1.5446693,1.5446693,1.5446693,1.5446693,1.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.06,14,14,0,14,0,0,14,14,1.5446693,1,1,1,3.8,1,0,[0|0|0],1,1,2.1200008
10015,Standard,1.5842884,1.5842884,1.5842884,1.5842884,1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.06,15,15,0,15,0,0,15,15,1.5842884,1,1,1,4,1,0,[0|0|0],1,1,2.2000008
10016,Standard,1.6239077,1.6239077,1.6239077,1.6239077,1.64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07,16,16,0,16,0,0,16,16,1.6239077,1,1,1,4.2,1,0,[0|0|0],1,1,2.2800007
10017,Standard,1.6635268,1.6635268,1.6635268,1.6635268,1.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07,17,17,0,17,0,0,17,17,1.6635268,1,1,1,4.4,1,0,[0|0|0],1,1,2.3600008
10018,Standard,1.7031461,1.7031461,1.7031461,1.7031461,1.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07,18,18,0,18,0,0,18,18,1.7031461,1,1,1,4.6,1,0,[0|0|0],1,1,2.4400008
10019,Standard,1.7427654,1.7427654,1.7427654,1.7427654,1.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,19,19,0,19,0,0,19,19,1.7427654,1,1,1,4.8,1,0,[0|0|0],1,1,2.5200007
10020,Standard,1.7823845,1.7823845,1.7823845,1.7823845,1.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,20,20,0,20,0,0,20,20,1.7823845,1,1,1,5,1,0,[0|0|0],1,1,2.6000009
10021,Standard,1.8220037,1.8220037,1.8220037,1.8220037,1.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,21,21,0,21,0,0,21,21,1.8220037,1,1,1,5.2,1,0,[0|0|0],1,1,2.6800008
10022,Standard,1.8616229,1.8616229,1.8616229,1.8616229,1.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.09,22,22,0,22,0,0,22,22,1.8616229,1,1,1,5.4,1,0,[0|0|0],1,1,2.7600012
10023,Standard,1.9012423,1.9012423,1.9012423,1.9012423,1.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.09,23,23,0,23,0,0,23,23,1.9012423,1,1,1,5.6,1,0,[0|0|0],1,1,2.840001
10024,Standard,1.9408613,1.9408613,1.9408613,1.9408613,1.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.09,24,24,0,24,0,0,24,24,1.9408613,1,1,1,5.8,1,0,[0|0|0],1,1,2.920001
10025,Standard,1.9804806,1.9804806,1.9804806,1.9804806,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,25,25,0,25,0,0,25,25,1.9804806,1,1,1,6,1,0,[0|0|0],1,1,3.000001
10100,Heavy,0.9751341,0.9751341,1,1,1,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.9,1,1,1,0,[0|0|0],1,1,1
10101,Heavy,1.0141394,1.0141394,1.036,1.036,1.04,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.01,1,1,0,1,0,0,1,1,1.036,1,0.9,1,1.2,1,0,[0|0|0],1,1,1.0800002
10102,Heavy,1.0531448,1.0531448,1.072,1.072,1.08,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.01,2,2,0,2,0,0,2,2,1.072,1,0.9,1,1.4,1,0,[0|0|0],1,1,1.1600001
10103,Heavy,1.0921502,1.0921502,1.108,1.108,1.12,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.02,3,3,0,3,0,0,3,3,1.108,1,0.9,1,1.6,1,0,[0|0|0],1,1,1.2400001
10104,Heavy,1.1311555,1.1311555,1.1439999,1.1439999,1.16,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.02,4,4,0,4,0,0,4,4,1.1439999,1,0.9,1,1.8,1,0,[0|0|0],1,1,1.3200002
10105,Heavy,1.1701609,1.1701609,1.1800001,1.1800001,1.2,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.03,5,5,0,5,0,0,5,5,1.1800001,1,0.9,1,2,1,0,[0|0|0],1,1,1.4000003
10106,Heavy,1.2091663,1.2091663,1.216,1.216,1.24,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.03,6,6,0,6,0,0,6,6,1.216,1,0.9,1,2.2,1,0,[0|0|0],1,1,1.4800003
10107,Heavy,1.2481716,1.2481716,1.252,1.252,1.28,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.04,7,7,0,7,0,0,7,7,1.252,1,0.9,1,2.4,1,0,[0|0|0],1,1,1.5600004
10108,Heavy,1.2871771,1.2871771,1.2880001,1.2880001,1.32,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.04,8,8,0,8,0,0,8,8,1.2880001,1,0.9,1,2.6,1,0,[0|0|0],1,1,1.6400003
10109,Heavy,1.3261824,1.3261824,1.324,1.324,1.36,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.04,9,9,0,9,0,0,9,9,1.324,1,0.9,1,2.8,1,0,[0|0|0],1,1,1.7200003
10110,Heavy,1.3651876,1.3651876,1.36,1.36,1.4,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.05,10,10,0,10,0,0,10,10,1.36,1,0.9,1,3,1,0,[0|0|0],1,1,1.8000004
10111,Heavy,1.4041932,1.4041932,1.396,1.396,1.44,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.05,11,11,0,11,0,0,11,11,1.396,1,0.9,1,3.2,1,0,[0|0|0],1,1,1.8800004
10112,Heavy,1.4431984,1.4431984,1.432,1.432,1.48,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.05,12,12,0,12,0,0,12,12,1.432,1,0.9,1,3.4,1,0,[0|0|0],1,1,1.9600005
10113,Heavy,1.4822038,1.4822038,1.4679999,1.4679999,1.52,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.06,13,13,0,13,0,0,13,13,1.4679999,1,0.9,1,3.6,1,0,[0|0|0],1,1,2.0400004
10114,Heavy,1.5212091,1.5212091,1.504,1.504,1.56,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.06,14,14,0,14,0,0,14,14,1.504,1,0.9,1,3.8,1,0,[0|0|0],1,1,2.1200008
10115,Heavy,1.5602145,1.5602145,1.54,1.54,1.6,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.06,15,15,0,15,0,0,15,15,1.54,1,0.9,1,4,1,0,[0|0|0],1,1,2.2000008
10116,Heavy,1.5992199,1.5992199,1.576,1.576,1.64,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.07,16,16,0,16,0,0,16,16,1.576,1,0.9,1,4.2,1,0,[0|0|0],1,1,2.2800007
10117,Heavy,1.6382252,1.6382252,1.612,1.612,1.68,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.07,17,17,0,17,0,0,17,17,1.612,1,0.9,1,4.4,1,0,[0|0|0],1,1,2.3600008
10118,Heavy,1.6772306,1.6772306,1.648,1.648,1.72,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.07,18,18,0,18,0,0,18,18,1.648,1,0.9,1,4.6,1,0,[0|0|0],1,1,2.4400008
10119,Heavy,1.716236,1.716236,1.684,1.684,1.76,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.08,19,19,0,19,0,0,19,19,1.684,1,0.9,1,4.8,1,0,[0|0|0],1,1,2.5200007
10120,Heavy,1.7552413,1.7552413,1.72,1.72,1.8,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.08,20,20,0,20,0,0,20,20,1.72,1,0.9,1,5,1,0,[0|0|0],1,1,2.6000009
10121,Heavy,1.7942468,1.7942468,1.756,1.756,1.84,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.08,21,21,0,21,0,0,21,21,1.756,1,0.9,1,5.2,1,0,[0|0|0],1,1,2.6800008
10122,Heavy,1.8332521,1.8332521,1.792,1.792,1.88,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.09,22,22,0,22,0,0,22,22,1.792,1,0.9,1,5.4,1,0,[0|0|0],1,1,2.7600012
10123,Heavy,1.8722574,1.8722574,1.828,1.828,1.92,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.09,23,23,0,23,0,0,23,23,1.828,1,0.9,1,5.6,1,0,[0|0|0],1,1,2.840001
10124,Heavy,1.9112629,1.9112629,1.8640001,1.8640001,1.96,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.09,24,24,0,24,0,0,24,24,1.8640001,1,0.9,1,5.8,1,0,[0|0|0],1,1,2.920001
10125,Heavy,1.9502681,1.9502681,1.9,1.9,2,1,1,1.2,0.65,1,1,1,1,1,1,1,1,1,1,1.1,25,25,0,25,0,0,25,25,1.9,1,0.9,1,6,1,0,[0|0|0],1,1,3.000001
10200,Keen,0.9751341,1,1,1,1,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.9,1,1,1,0,[0|0|0],1,1,1
10201,Keen,1.0141394,1.036,1.036,1.036,1.04,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.01,1,1,0,1,0,0,1,1,1.036,1,0.9,1,1.2,1,0,[0|0|0],1,1,1.0800002
10202,Keen,1.0531448,1.072,1.072,1.072,1.08,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.01,2,2,0,2,0,0,2,2,1.072,1,0.9,1,1.4,1,0,[0|0|0],1,1,1.1600001
10203,Keen,1.0921502,1.108,1.108,1.108,1.12,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.02,3,3,0,3,0,0,3,3,1.108,1,0.9,1,1.6,1,0,[0|0|0],1,1,1.2400001
10204,Keen,1.1311555,1.1439999,1.1439999,1.1439999,1.16,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.02,4,4,0,4,0,0,4,4,1.1439999,1,0.9,1,1.8,1,0,[0|0|0],1,1,1.3200002
10205,Keen,1.1701609,1.1800001,1.1800001,1.1800001,1.2,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.03,5,5,0,5,0,0,5,5,1.1800001,1,0.9,1,2,1,0,[0|0|0],1,1,1.4000003
10206,Keen,1.2091663,1.216,1.216,1.216,1.24,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.03,6,6,0,6,0,0,6,6,1.216,1,0.9,1,2.2,1,0,[0|0|0],1,1,1.4800003
10207,Keen,1.2481716,1.252,1.252,1.252,1.28,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.04,7,7,0,7,0,0,7,7,1.252,1,0.9,1,2.4,1,0,[0|0|0],1,1,1.5600004
10208,Keen,1.2871771,1.2880001,1.2880001,1.2880001,1.32,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.04,8,8,0,8,0,0,8,8,1.2880001,1,0.9,1,2.6,1,0,[0|0|0],1,1,1.6400003
10209,Keen,1.3261824,1.324,1.324,1.324,1.36,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.04,9,9,0,9,0,0,9,9,1.324,1,0.9,1,2.8,1,0,[0|0|0],1,1,1.7200003
10210,Keen,1.3651876,1.36,1.36,1.36,1.4,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.05,10,10,0,10,0,0,10,10,1.36,1,0.9,1,3,1,0,[0|0|0],1,1,1.8000004
10211,Keen,1.4041932,1.396,1.396,1.396,1.44,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.05,11,11,0,11,0,0,11,11,1.396,1,0.9,1,3.2,1,0,[0|0|0],1,1,1.8800004
10212,Keen,1.4431984,1.432,1.432,1.432,1.48,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.05,12,12,0,12,0,0,12,12,1.432,1,0.9,1,3.4,1,0,[0|0|0],1,1,1.9600005
10213,Keen,1.4822038,1.4679999,1.4679999,1.4679999,1.52,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.06,13,13,0,13,0,0,13,13,1.4679999,1,0.9,1,3.6,1,0,[0|0|0],1,1,2.0400004
10214,Keen,1.5212091,1.504,1.504,1.504,1.56,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.06,14,14,0,14,0,0,14,14,1.504,1,0.9,1,3.8,1,0,[0|0|0],1,1,2.1200008
10215,Keen,1.5602145,1.54,1.54,1.54,1.6,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.06,15,15,0,15,0,0,15,15,1.54,1,0.9,1,4,1,0,[0|0|0],1,1,2.2000008
10216,Keen,1.5992199,1.576,1.576,1.576,1.64,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.07,16,16,0,16,0,0,16,16,1.576,1,0.9,1,4.2,1,0,[0|0|0],1,1,2.2800007
10217,Keen,1.6382252,1.612,1.612,1.612,1.68,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.07,17,17,0,17,0,0,17,17,1.612,1,0.9,1,4.4,1,0,[0|0|0],1,1,2.3600008
10218,Keen,1.6772306,1.648,1.648,1.648,1.72,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.07,18,18,0,18,0,0,18,18,1.648,1,0.9,1,4.6,1,0,[0|0|0],1,1,2.4400008
10219,Keen,1.716236,1.684,1.684,1.684,1.76,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.08,19,19,0,19,0,0,19,19,1.684,1,0.9,1,4.8,1,0,[0|0|0],1,1,2.5200007
10220,Keen,1.7552413,1.72,1.72,1.72,1.8,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.08,20,20,0,20,0,0,20,20,1.72,1,0.9,1,5,1,0,[0|0|0],1,1,2.6000009
10221,Keen,1.7942468,1.756,1.756,1.756,1.84,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.08,21,21,0,21,0,0,21,21,1.756,1,0.9,1,5.2,1,0,[0|0|0],1,1,2.6800008
10222,Keen,1.8332521,1.792,1.792,1.792,1.88,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.09,22,22,0,22,0,0,22,22,1.792,1,0.9,1,5.4,1,0,[0|0|0],1,1,2.7600012
10223,Keen,1.8722574,1.828,1.828,1.828,1.92,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.09,23,23,0,23,0,0,23,23,1.828,1,0.9,1,5.6,1,0,[0|0|0],1,1,2.840001
10224,Keen,1.9112629,1.8640001,1.8640001,1.8640001,1.96,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.09,24,24,0,24,0,0,24,24,1.8640001,1,0.9,1,5.8,1,0,[0|0|0],1,1,2.920001
10225,Keen,1.9502681,1.9,1.9,1.9,2,1,1,0.65,1.2,1,1,1,1,1,1,1,1,1,1,1.1,25,25,0,25,0,0,25,25,1.9,1,0.9,1,6,1,0,[0|0|0],1,1,3.000001
10300,Quality,0.9501188,0.925,0.925,0.925,1,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.925,1,0.9,1,1,1,0,[0|0|0],1,1,1
10301,Quality,0.9881235,0.96099997,0.96099997,0.96099997,1.04,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.01,1,1,0,1,0,0,1,1,0.96099997,1,0.9,1,1.2,1,0,[0|0|0],1,1,1.0800002
10302,Quality,1.0261283,0.99700004,0.99700004,0.99700004,1.08,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.01,2,2,0,2,0,0,2,2,0.99700004,1,0.9,1,1.4,1,0,[0|0|0],1,1,1.1600001
10303,Quality,1.064133,1.033,1.033,1.033,1.12,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.02,3,3,0,3,0,0,3,3,1.033,1,0.9,1,1.6,1,0,[0|0|0],1,1,1.2400001
10304,Quality,1.1021377,1.069,1.069,1.069,1.16,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.02,4,4,0,4,0,0,4,4,1.069,1,0.9,1,1.8,1,0,[0|0|0],1,1,1.3200002
10305,Quality,1.1401426,1.105,1.105,1.105,1.2,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.03,5,5,0,5,0,0,5,5,1.105,1,0.9,1,2,1,0,[0|0|0],1,1,1.4000003
10306,Quality,1.1781473,1.141,1.141,1.141,1.24,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.03,6,6,0,6,0,0,6,6,1.141,1,0.9,1,2.2,1,0,[0|0|0],1,1,1.4800003
10307,Quality,1.216152,1.1769999,1.1769999,1.1769999,1.28,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.04,7,7,0,7,0,0,7,7,1.1769999,1,0.9,1,2.4,1,0,[0|0|0],1,1,1.5600004
10308,Quality,1.2541568,1.213,1.213,1.213,1.32,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.04,8,8,0,8,0,0,8,8,1.213,1,0.9,1,2.6,1,0,[0|0|0],1,1,1.6400003
10309,Quality,1.2921616,1.249,1.249,1.249,1.36,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.04,9,9,0,9,0,0,9,9,1.249,1,0.9,1,2.8,1,0,[0|0|0],1,1,1.7200003
10310,Quality,1.3301662,1.285,1.285,1.285,1.4,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.05,10,10,0,10,0,0,10,10,1.285,1,0.9,1,3,1,0,[0|0|0],1,1,1.8000004
10311,Quality,1.3681711,1.3210001,1.3210001,1.3210001,1.44,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.05,11,11,0,11,0,0,11,11,1.3210001,1,0.9,1,3.2,1,0,[0|0|0],1,1,1.8800004
10312,Quality,1.4061757,1.357,1.357,1.357,1.48,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.05,12,12,0,12,0,0,12,12,1.357,1,0.9,1,3.4,1,0,[0|0|0],1,1,1.9600005
10313,Quality,1.4441805,1.393,1.393,1.393,1.52,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.06,13,13,0,13,0,0,13,13,1.393,1,0.9,1,3.6,1,0,[0|0|0],1,1,2.0400004
10314,Quality,1.4821852,1.4289999,1.4289999,1.4289999,1.56,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.06,14,14,0,14,0,0,14,14,1.4289999,1,0.9,1,3.8,1,0,[0|0|0],1,1,2.1200008
10315,Quality,1.52019,1.465,1.465,1.465,1.6,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.06,15,15,0,15,0,0,15,15,1.465,1,0.9,1,4,1,0,[0|0|0],1,1,2.2000008
10316,Quality,1.5581948,1.5009999,1.5009999,1.5009999,1.64,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.07,16,16,0,16,0,0,16,16,1.5009999,1,0.9,1,4.2,1,0,[0|0|0],1,1,2.2800007
10317,Quality,1.5961995,1.537,1.537,1.537,1.68,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.07,17,17,0,17,0,0,17,17,1.537,1,0.9,1,4.4,1,0,[0|0|0],1,1,2.3600008
10318,Quality,1.6342043,1.573,1.573,1.573,1.72,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.07,18,18,0,18,0,0,18,18,1.573,1,0.9,1,4.6,1,0,[0|0|0],1,1,2.4400008
10319,Quality,1.672209,1.609,1.609,1.609,1.76,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.08,19,19,0,19,0,0,19,19,1.609,1,0.9,1,4.8,1,0,[0|0|0],1,1,2.5200007
10320,Quality,1.7102138,1.645,1.645,1.645,1.8,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.08,20,20,0,20,0,0,20,20,1.645,1,0.9,1,5,1,0,[0|0|0],1,1,2.6000009
10321,Quality,1.7482185,1.681,1.681,1.681,1.84,1,1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1.08,21,21,0,21,0,0,21,21,1.681,1,0.9,1,5.2,1,0,[0|0|0],1,1,2.6800008
