Name,Phys +0,Mag +0,Fire +0,Ligh +0,Holy +0,Stam +0,Phys +1,Mag +1,Fire +1,Ligh +1,Holy +1,Stam +1,Phys +2,Mag +2,Fire +2,Ligh +2,Holy +2,Stam +2,Phys +3,Mag +3,Fire +3,Ligh +3,Holy +3,Stam +3,Phys +4,Mag +4,Fire +4,Ligh +4,Holy +4,Stam +4,Phys +5,Mag +5,Fire +5,Ligh +5,Holy +5,Stam +5,Phys +6,Mag +6,Fire +6,Ligh +6,Holy +6,Stam +6,Phys +7,Mag +7,Fire +7,Ligh +7,Holy +7,Stam +7,Phys +8,Mag +8,Fire +8,Ligh +8,Holy +8,Stam +8,Phys +9,Mag +9,Fire +9,Ligh +9,Holy +9,Stam +9,Phys +10,Mag +10,Fire +10,Ligh +10,Holy +10,Stam +10,Phys +11,Mag +11,Fire +11,Ligh +11,Holy +11,Stam +11,Phys +12,Mag +12,Fire +12,Ligh +12,Holy +12,Stam +12,Phys +13,Mag +13,Fire +13,Ligh +13,Holy +13,Stam +13,Phys +14,Mag +14,Fire +14,Ligh +14,Holy +14,Stam +14,Phys +15,Mag +15,Fire +15,Ligh +15,Holy +15,Stam +15,Phys +16,Mag +16,Fire +16,Ligh +16,Holy +16,Stam +16,Phys +17,Mag +17,Fire +17,Ligh +17,Holy +17,Stam +17,Phys +18,Mag +18,Fire +18,Ligh +18,Holy +18,Stam +18,Phys +19,Mag +19,Fire +19,Ligh +19,Holy +19,Stam +19,Phys +20,Mag +20,Fire +20,Ligh +20,Holy +20,Stam +20,Phys +21,Mag +21,Fire +21,Ligh +21,Holy +21,Stam +21,Phys +22,Mag +22,Fire +22,Ligh +22,Holy +22,Stam +22,Phys +23,Mag +23,Fire +23,Ligh +23,Holy +23,Stam +23,Phys +24,Mag +24,Fire +24,Ligh +24,Holy +24,Stam +24,Phys +25,Mag +25,Fire +25,Ligh +25,Holy +25,Stam +25
Bloody Lance,100.3,0,0,0,0,61,106.436,0,0,0,0,63.44,112.572,0,0,0,0,65.88,118.708,0,0,0,0,68.32,124.844,0,0,0,0,70.76,130.98,0,0,0,0,73.2,137.116,0,0,0,0,75.64,143.252,0,0,0,0,78.08,149.388,0,0,0,0,80.52,155.524,0,0,0,0,82.96,161.66,0,0,0,0,85.4,167.796,0,0,0,0,87.84,173.932,0,0,0,0,90.28,180.068,0,0,0,0,92.72,186.204,0,0,0,0,95.16,192.34,0,0,0,0,97.6,198.476,0,0,0,0,100.04,204.612,0,0,0,0,102.48,210.748,0,0,0,0,104.92,216.884,0,0,0,0,107.36,223.02,0,0,0,0,109.8,229.156,0,0,0,0,112.24,235.292,0,0,0,0,114.68,241.428,0,0,0,0,117.12,247.564,0,0,0,0,119.56,253.7,0,0,0,0,122
Occult Lance,106.2,0,0,0,0,61,112.572,0,0,0,0,63.44,118.944,0,0,0,0,65.88,125.316,0,0,0,0,68.32,131.688,0,0,0,0,70.76,138.06,0,0,0,0,73.2,144.432,0,0,0,0,75.64,150.804,0,0,0,0,78.08,157.176,0,0,0,0,80.52,163.548,0,0,0,0,82.96,169.92,0,0,0,0,85.4,176.292,0,0,0,0,87.84,182.664,0,0,0,0,90.28,189.036,0,0,0,0,92.72,195.408,0,0,0,0,95.16,201.78,0,0,0,0,97.6,208.152,0,0,0,0,100.04,214.524,0,0,0,0,102.48,220.896,0,0,0,0,104.92,227.268,0,0,0,0,107.36,233.64,0,0,0,0,109.8,240.012,0,0,0,0,112.24,246.384,0,0,0,0,114.68,252.756,0,0,0,0,117.12,259.128,0,0,0,0,119.56,265.5,0,0,0,0,122
Treespear,122,0,0,0,79,61,129.076,0,0,0,83.582,63.44,136.152,0,0,0,88.164,65.88,143.228,0,0,0,92.746,68.32,150.304,0,0,0,97.328,70.76,157.38,0,0,0,101.91,73.2,164.456,0,0,0,106.492,75.64,171.532,0,0,0,111.074,78.08,178.608,0,0,0,115.656,80.52,185.684,0,0,0,120.238,82.96,192.76,0,0,0,124.82,85.4,199.836,0,0,0,129.402,87.84,206.912,0,0,0,133.984,90.28,213.988,0,0,0,138.566,92.72,221.064,0,0,0,143.148,95.16,228.14,0,0,0,147.73,97.6,235.216,0,0,0,152.312,100.04,242.292,0,0,0,156.894,102.48,249.368,0,0,0,161.476,104.92,256.444,0,0,0,166.058,107.36,263.52,0,0,0,170.64,109.8,270.596,0,0,0,175.222,112.24,277.672,0,0,0,179.804,114.68,284.748,0,0,0,184.386,117.12,291.824,0,0,0,188.968,119.56,298.9,0,0,0,193.55,122
Halberd,125,0,0,0,0,61,132.25,0,0,0,0,63.44,139.5,0,0,0,0,65.88,146.75,0,0,0,0,68.32,154,0,0,0,0,70.76,161.25,0,0,0,0,73.2,168.5,0,0,0,0,75.64,175.75,0,0,0,0,78.08,183,0,0,0,0,80.52,190.25,0,0,0,0,82.96,197.5,0,0,0,0,85.4,204.75,0,0,0,0,87.84,212,0,0,0,0,90.28,219.25,0,0,0,0,92.72,226.5,0,0,0,0,95.16,233.75,0,0,0,0,97.6,241,0,0,0,0,100.04,248.25,0,0,0,0,102.48,255.5,0,0,0,0,104.92,262.75,0,0,0,0,107.36,270,0,0,0,0,109.8,277.25,0,0,0,0,112.24,284.5,0,0,0,0,114.68,291.75,0,0,0,0,117.12,299,0,0,0,0,119.56,306.25,0,0,0,0,122
Heavy Halberd,114,0,0,0,0,61,120.72,0,0,0,0,63.44,127.44,0,0,0,0,65.88,134.16,0,0,0,0,68.32,140.88,0,0,0,0,70.76,147.6,0,0,0,0,73.2,154.32,0,0,0,0,75.64,161.04,0,0,0,0,78.08,167.76,0,0,0,0,80.52,174.48,0,0,0,0,82.96,181.2,0,0,0,0,85.4,187.92,0,0,0,0,87.84,194.64,0,0,0,0,90.28,201.36,0,0,0,0,92.72,208.08,0,0,0,0,95.16,214.8,0,0,0,0,97.6,221.52,0,0,0,0,100.04,228.24,0,0,0,0,102.48,234.96,0,0,0,0,104.92,241.68,0,0,0,0,107.36,248.4,0,0,0,0,109.8,255.12,0,0,0,0,112.24,261.84,0,0,0,0,114.68,268.56,0,0,0,0,117.12,275.28,0,0,0,0,119.56,282,0,0,0,0,122
Keen Halberd,114,0,0,0,0,61,120.72,0,0,0,0,63.44,127.44,0,0,0,0,65.88,134.16,0,0,0,0,68.32,140.88,0,0,0,0,70.76,147.6,0,0,0,0,73.2,154.32,0,0,0,0,75.64,161.04,0,0,0,0,78.08,167.76,0,0,0,0,80.52,174.48,0,0,0,0,82.96,181.2,0,0,0,0,85.4,187.92,0,0,0,0,87.84,194.64,0,0,0,0,90.28,201.36,0,0,0,0,92.72,208.08,0,0,0,0,95.16,214.8,0,0,0,0,97.6,221.52,0,0,0,0,100.04,228.24,0,0,0,0,102.48,234.96,0,0,0,0,104.92,241.68,0,0,0,0,107.36,248.4,0,0,0,0,109.8,255.12,0,0,0,0,112.24,261.84,0,0,0,0,114.68,268.56,0,0,0,0,117.12,275.28,0,0,0,0,119.56,282,0,0,0,0,122
Quality Halberd,108,0,0,0,0,61,113.52,0,0,0,0,63.44,119.04,0,0,0,0,65.88,124.56,0,0,0,0,68.32,130.08,0,0,0,0,70.76,135.6,0,0,0,0,73.2,141.12,0,0,0,0,75.64,146.64,0,0,0,0,78.08,152.16,0,0,0,0,80.52,157.68,0,0,0,0,82.96,163.2,0,0,0,0,85.4,168.72,0,0,0,0,87.84,174.24,0,0,0,0,90.28,179.76,0,0,0,0,92.72,185.28,0,0,0,0,95.16,190.8,0,0,0,0,97.6,196.32,0,0,0,0,100.04,201.84,0,0,0,0,102.48,207.36,0,0,0,0,104.92,212.88,0,0,0,0,107.36,218.4,0,0,0,0,109.8,223.92,0,0,0,0,112.24,229.44,0,0,0,0,114.68,234.96,0,0,0,0,117.12,240.48,0,0,0,0,119.56,246,0,0,0,0,122
Fire Halberd,96,0,96,0,0,61,100.32,0,100.32,0,0,63.44,104.64,0,104.64,0,0,65.88,108.96,0,108.96,0,0,68.32,113.28,0,113.28,0,0,70.76,117.6,0,117.6,0,0,73.2,121.92,0,121.92,0,0,75.64,126.24,0,126.24,0,0,78.08,130.56,0,130.56,0,0,80.52,134.88,0,134.88,0,0,82.96,139.2,0,139.2,0,0,85.4,143.52,0,143.52,0,0,87.84,147.84,0,147.84,0,0,90.28,152.16,0,152.16,0,0,92.72,156.48,0,156.48,0,0,95.16,160.8,0,160.8,0,0,97.6,165.12,0,165.12,0,0,100.04,169.44,0,169.44,0,0,102.48,173.76,0,173.76,0,0,104.92,178.08,0,178.08,0,0,107.36,182.4,0,182.4,0,0,109.8,186.72,0,186.72,0,0,112.24,191.04,0,191.04,0,0,114.68,195.36,0,195.36,0,0,117.12,199.68,0,199.68,0,0,119.56,204,0,204,0,0,122
Flame Art Halberd,102,0,102,0,0,61,107.28,0,107.28,0,0,63.44,112.56,0,112.56,0,0,65.88,117.84,0,117.84,0,0,68.32,123.12,0,123.12,0,0,70.76,128.4,0,128.4,0,0,73.2,133.68,0,133.68,0,0,75.64,138.96,0,138.96,0,0,78.08,144.24,0,144.24,0,0,80.52,149.52,0,149.52,0,0,82.96,154.8,0,154.8,0,0,85.4,160.08,0,160.08,0,0,87.84,165.36,0,165.36,0,0,90.28,170.64,0,170.64,0,0,92.72,175.92,0,175.92,0,0,95.16,181.2,0,181.2,0,0,97.6,186.48,0,186.48,0,0,100.04,191.76,0,191.76,0,0,102.48,197.04,0,197.04,0,0,104.92,202.32,0,202.32,0,0,107.36,207.6,0,207.6,0,0,109.8,212.88,0,212.88,0,0,112.24,218.16,0,218.16,0,0,114.68,223.44,0,223.44,0,0,117.12,228.72,0,228.72,0,0,119.56,234,0,234,0,0,122
Lightning Halberd,96,0,0,96,0,61,100.32,0,0,100.32,0,63.44,104.64,0,0,104.64,0,65.88,108.96,0,0,108.96,0,68.32,113.28,0,0,113.28,0,70.76,117.6,0,0,117.6,0,73.2,121.92,0,0,121.92,0,75.64,126.24,0,0,126.24,0,78.08,130.56,0,0,130.56,0,80.52,134.88,0,0,134.88,0,82.96,139.2,0,0,139.2,0,85.4,143.52,0,0,143.52,0,87.84,147.84,0,0,147.84,0,90.28,152.16,0,0,152.16,0,92.72,156.48,0,0,156.48,0,95.16,160.8,0,0,160.8,0,97.6,165.12,0,0,165.12,0,100.04,169.44,0,0,169.44,0,102.48,173.76,0,0,173.76,0,104.92,178.08,0,0,178.08,0,107.36,182.4,0,0,182.4,0,109.8,186.72,0,0,186.72,0,112.24,191.04,0,0,191.04,0,114.68,195.36,0,0,195.36,0,117.12,199.68,0,0,199.68,0,119.56,204,0,0,204,0,122
Sacred Halberd,90,0,0,0,90,61,95.76,0,0,0,95.76,63.44,101.52,0,0,0,101.52,65.88,107.28,0,0,0,107.28,68.32,113.04,0,0,0,113.04,70.76,118.8,0,0,0,118.8,73.2,124.56,0,0,0,124.56,75.64,130.32,0,0,0,130.32,78.08,136.08,0,0,0,136.08,80.52,141.84,0,0,0,141.84,82.96,147.6,0,0,0,147.6,85.4,153.36,0,0,0,153.36,87.84,159.12,0,0,0,159.12,90.28,164.88,0,0,0,164.88,92.72,170.64,0,0,0,170.64,95.16,176.4,0,0,0,176.4,97.6,182.16,0,0,0,182.16,100.04,187.92,0,0,0,187.92,102.48,193.68,0,0,0,193.68,104.92,199.44,0,0,0,199.44,107.36,205.2,0,0,0,205.2,109.8,210.96,0,0,0,210.96,112.24,216.72,0,0,0,216.72,114.68,222.48,0,0,0,222.48,117.12,228.24,0,0,0,228.24,119.56,234,0,0,0,234,122
Magic Halberd,90,90,0,0,0,61,95.76,95.76,0,0,0,63.44,101.52,101.52,0,0,0,65.88,107.28,107.28,0,0,0,68.32,113.04,113.04,0,0,0,70.76,118.8,118.8,0,0,0,73.2,124.56,124.56,0,0,0,75.64,130.32,130.32,0,0,0,78.08,136.08,136.08,0,0,0,80.52,141.84,141.84,0,0,0,82.96,147.6,147.6,0,0,0,85.4,153.36,153.36,0,0,0,87.84,159.12,159.12,0,0,0,90.28,164.88,164.88,0,0,0,92.72,170.64,170.64,0,0,0,95.16,176.4,176.4,0,0,0,97.6,182.16,182.16,0,0,0,100.04,187.92,187.92,0,0,0,102.48,193.68,193.68,0,0,0,104.92,199.44,199.44,0,0,0,107.36,205.2,205.2,0,0,0,109.8,210.96,210.96,0,0,0,112.24,216.72,216.72,0,0,0,114.68,222.48,222.48,0,0,0,117.12,228.24,228.24,0,0,0,119.56,234,234,0,0,0,122
Cold Halberd,102,81.6,0,0,0,61,106.56,85.248,0,0,0,63.44,111.12,88.896,0,0,0,65.88,115.68,92.544,0,0,0,68.32,120.24,96.192,0,0,0,70.76,124.8,99.84,0,0,0,73.2,129.36,103.488,0,0,0,75.64,133.92,107.136,0,0,0,78.08,138.48,110.784,0,0,0,80.52,143.04,114.432,0,0,0,82.96,147.6,118.08,0,0,0,85.4,152.16,121.728,0,0,0,87.84,156.72,125.376,0,0,0,90.28,161.28,129.024,0,0,0,92.72,165.84,132.672,0,0,0,95.16,170.4,136.32,0,0,0,97.6,174.96,139.968,0,0,0,100.04,179.52,143.616,0,0,0,102.48,184.08,147.264,0,0,0,104.92,188.64,150.912,0,0,0,107.36,193.2,154.56,0,0,0,109.8,197.76,158.208,0,0,0,112.24,202.32,161.856,0,0,0,114.68,206.88,165.504,0,0,0,117.12,211.44,169.152,0,0,0,119.56,216,172.8,0,0,0,122
Poison Halberd,102,0,0,0,0,61,108.24,0,0,0,0,63.44,114.48,0,0,0,0,65.88,120.72,0,0,0,0,68.32,126.96,0,0,0,0,70.76,133.2,0,0,0,0,73.2,139.44,0,0,0,0,75.64,145.68,0,0,0,0,78.08,151.92,0,0,0,0,80.52,158.16,0,0,0,0,82.96,164.4,0,0,0,0,85.4,170.64,0,0,0,0,87.84,176.88,0,0,0,0,90.28,183.12,0,0,0,0,92.72,189.36,0,0,0,0,95.16,195.6,0,0,0,0,97.6,201.84,0,0,0,0,100.04,208.08,0,0,0,0,102.48,214.32,0,0,0,0,104.92,220.56,0,0,0,0,107.36,226.8,0,0,0,0,109.8,233.04,0,0,0,0,112.24,239.28,0,0,0,0,114.68,245.52,0,0,0,0,117.12,251.76,0,0,0,0,119.56,258,0,0,0,0,122
Blood Halberd,102,0,0,0,0,61,108.24,0,0,0,0,63.44,114.48,0,0,0,0,65.88,120.72,0,0,0,0,68.32,126.96,0,0,0,0,70.76,133.2,0,0,0,0,73.2,139.44,0,0,0,0,75.64,145.68,0,0,0,0,78.08,151.92,0,0,0,0,80.52,158.16,0,0,0,0,82.96,164.4,0,0,0,0,85.4,170.64,0,0,0,0,87.84,176.88,0,0,0,0,90.28,183.12,0,0,0,0,92.72,189.36,0,0,0,0,95.16,195.6,0,0,0,0,97.6,201.84,0,0,0,0,100.04,208.08,0,0,0,0,102.48,214.32,0,0,0,0,104.92,220.56,0,0,0,0,107.36,226.8,0,0,0,0,109.8,233.04,0,0,0,0,112.24,239.28,0,0,0,0,114.68,245.52,0,0,0,0,117.12,251.76,0,0,0,0,119.56,258,0,0,0,0,122
Occult Halberd,108,0,0,0,0,61,114.48,0,0,0,0,63.44,120.96,0,0,0,0,65.88,127.44,0,0,0,0,68.32,133.92,0,0,0,0,70.76,140.4,0,0,0,0,73.2,146.88,0,0,0,0,75.64,153.36,0,0,0,0,78.08,159.84,0,0,0,0,80.52,166.32,0,0,0,0,82.96,172.8,0,0,0,0,85.4,179.28,0,0,0,0,87.84,185.76,0,0,0,0,90.28,192.24,0,0,0,0,92.72,198.72,0,0,0,0,95.16,205.2,0,0,0,0,97.6,211.68,0,0,0,0,100.04,218.16,0,0,0,0,102.48,224.64,0,0,0,0,104.92,231.12,0,0,0,0,107.36,237.6,0,0,0,0,109.8,244.08,0,0,0,0,112.24,250.56,0,0,0,0,114.68,257.04,0,0,0,0,117.12,263.52,0,0,0,0,119.56,270,0,0,0,0,122
Pest's Glaive,120,0,0,0,0,57,126.96,0,0,0,0,59.28,133.92,0,0,0,0,61.56,140.88,0,0,0,0,63.84,147.84,0,0,0,0,66.12,154.8,0,0,0,0,68.4,161.76,0,0,0,0,70.68,168.72,0,0,0,0,72.96,175.68,0,0,0,0,75.24,182.64,0,0,0,0,77.52,189.6,0,0,0,0,79.8,196.56,0,0,0,0,82.08,203.52,0,0,0,0,84.36,210.48,0,0,0,0,86.64,217.44,0,0,0,0,88.92,224.4,0,0,0,0,91.2,231.36,0,0,0,0,93.48,238.32,0,0,0,0,95.76,245.28,0,0,0,0,98.04,252.24,0,0,0,0,100.32,259.2,0,0,0,0,102.6,266.16,0,0,0,0,104.88,273.12,0,0,0,0,107.16,280.08,0,0,0,0,109.44,287.04,0,0,0,0,111.72,294,0,0,0,0,114
Pest's Heavy Glaive,109.25,0,0,0,0,57,115.69,0,0,0,0,59.28,122.13,0,0,0,0,61.56,128.57,0,0,0,0,63.84,135.01,0,0,0,0,66.12,141.45,0,0,0,0,68.4,147.89,0,0,0,0,70.68,154.33,0,0,0,0,72.96,160.77,0,0,0,0,75.24,167.21,0,0,0,0,77.52,173.65,0,0,0,0,79.8,180.09,0,0,0,0,82.08,186.53,0,0,0,0,84.36,192.97,0,0,0,0,86.64,199.41,0,0,0,0,88.92,205.85,0,0,0,0,91.2,212.29,0,0,0,0,93.48,218.73,0,0,0,0,95.76,225.17,0,0,0,0,98.04,231.61,0,0,0,0,100.32,238.05,0,0,0,0,102.6,244.49,0,0,0,0,104.88,250.93,0,0,0,0,107.16,257.37,0,0,0,0,109.44,263.81,0,0,0,0,111.72,270.25,0,0,0,0,114
Pest's Keen Glaive,109.25,0,0,0,0,57,115.69,0,0,0,0,59.28,122.13,0,0,0,0,61.56,128.57,0,0,0,0,63.84,135.01,0,0,0,0,66.12,141.45,0,0,0,0,68.4,147.89,0,0,0,0,70.68,154.33,0,0,0,0,72.96,160.77,0,0,0,0,75.24,167.21,0,0,0,0,77.52,173.65,0,0,0,0,79.8,180.09,0,0,0,0,82.08,186.53,0,0,0,0,84.36,192.97,0,0,0,0,86.64,199.41,0,0,0,0,88.92,205.85,0,0,0,0,91.2,212.29,0,0,0,0,93.48,218.73,0,0,0,0,95.76,225.17,0,0,0,0,98.04,231.61,0,0,0,0,100.32,238.05,0,0,0,0,102.6,244.49,0,0,0,0,104.88,250.93,0,0,0,0,107.16,257.37,0,0,0,0,109.44,263.81,0,0,0,0,111.72,270.25,0,0,0,0,114
Pest's Quality Glaive,103.5,0,0,0,0,57,108.79,0,0,0,0,59.28,114.08,0,0,0,0,61.56,119.37,0,0,0,0,63.84,124.66,0,0,0,0,66.12,129.95,0,0,0,0,68.4,135.24,0,0,0,0,70.68,140.53,0,0,0,0,72.96,145.82,0,0,0,0,75.24,151.11,0,0,0,0,77.52,156.4,0,0,0,0,79.8,161.69,0,0,0,0,82.08,166.98,0,0,0,0,84.36,172.27,0,0,0,0,86.64,177.56,0,0,0,0,88.92,182.85,0,0,0,0,91.2,188.14,0,0,0,0,93.48,193.43,0,0,0,0,95.76,198.72,0,0,0,0,98.04,204.01,0,0,0,0,100.32,209.3,0,0,0,0,102.6,214.59,0,0,0,0,104.88,219.88,0,0,0,0,107.16,225.17,0,0,0,0,109.44,230.46,0,0,0,0,111.72,235.75,0,0,0,0,114
Pest's Fire Glaive,92,0,92,0,0,57,96.14,0,96.14,0,0,59.28,100.28,0,100.28,0,0,61.56,104.42,0,104.42,0,0,63.84,108.56,0,108.56,0,0,66.12,112.7,0,112.7,0,0,68.4,116.84,0,116.84,0,0,70.68,120.98,0,120.98,0,0,72.96,125.12,0,125.12,0,0,75.24,129.26,0,129.26,0,0,77.52,133.4,0,133.4,0,0,79.8,137.54,0,137.54,0,0,82.08,141.68,0,141.68,0,0,84.36,145.82,0,145.82,0,0,86.64,149.96,0,149.96,0,0,88.92,154.1,0,154.1,0,0,91.2,158.24,0,158.24,0,0,93.48,162.38,0,162.38,0,0,95.76,166.52,0,166.52,0,0,98.04,170.66,0,170.66,0,0,100.32,174.8,0,174.8,0,0,102.6,178.94,0,178.94,0,0,104.88,183.08,0,183.08,0,0,107.16,187.22,0,187.22,0,0,109.44,191.36,0,191.36,0,0,111.72,195.5,0,195.5,0,0,114
Pest's Flame Art Glaive,97.75,0,97.75,0,0,57,102.81,0,102.81,0,0,59.28,107.87,0,107.87,0,0,61.56,112.93,0,112.93,0,0,63.84,117.99,0,117.99,0,0,66.12,123.05,0,123.05,0,0,68.4,128.11,0,128.11,0,0,70.68,133.17,0,133.17,0,0,72.96,138.23,0,138.23,0,0,75.24,143.29,0,143.29,0,0,77.52,148.35,0,148.35,0,0,79.8,153.41,0,153.41,0,0,82.08,158.47,0,158.47,0,0,84.36,163.53,0,163.53,0,0,86.64,168.59,0,168.59,0,0,88.92,173.65,0,173.65,0,0,91.2,178.71,0,178.71,0,0,93.48,183.77,0,183.77,0,0,95.76,188.83,0,188.83,0,0,98.04,193.89,0,193.89,0,0,100.32,198.95,0,198.95,0,0,102.6,204.01,0,204.01,0,0,104.88,209.07,0,209.07,0,0,107.16,214.13,0,214.13,0,0,109.44,219.19,0,219.19,0,0,111.72,224.25,0,224.25,0,0,114
Pest's Lightning Glaive,92,0,0,92,0,57,96.14,0,0,96.14,0,59.28,100.28,0,0,100.28,0,61.56,104.42,0,0,104.42,0,63.84,108.56,0,0,108.56,0,66.12,112.7,0,0,112.7,0,68.4,116.84,0,0,116.84,0,70.68,120.98,0,0,120.98,0,72.96,125.12,0,0,125.12,0,75.24,129.26,0,0,129.26,0,77.52,133.4,0,0,133.4,0,79.8,137.54,0,0,137.54,0,82.08,141.68,0,0,141.68,0,84.36,145.82,0,0,145.82,0,86.64,149.96,0,0,149.96,0,88.92,154.1,0,0,154.1,0,91.2,158.24,0,0,158.24,0,93.48,162.38,0,0,162.38,0,95.76,166.52,0,0,166.52,0,98.04,170.66,0,0,170.66,0,100.32,174.8,0,0,174.8,0,102.6,178.94,0,0,178.94,0,104.88,183.08,0,0,183.08,0,107.16,187.22,0,0,187.22,0,109.44,191.36,0,0,191.36,0,111.72,195.5,0,0,195.5,0,114
Pest's Sacred Glaive,86.25,0,0,0,86.25,57,91.77,0,0,0,91.77,59.28,97.29,0,0,0,97.29,61.56,102.81,0,0,0,102.81,63.84,108.33,0,0,0,108.33,66.12,113.85,0,0,0,113.85,68.4,119.37,0,0,0,119.37,70.68,124.89,0,0,0,124.89,72.96,130.41,0,0,0,130.41,75.24,135.93,0,0,0,135.93,77.52,141.45,0,0,0,141.45,79.8,146.97,0,0,0,146.97,82.08,152.49,0,0,0,152.49,84.36,158.01,0,0,0,158.01,86.64,163.53,0,0,0,163.53,88.92,169.05,0,0,0,169.05,91.2,174.57,0,0,0,174.57,93.48,180.09,0,0,0,180.09,95.76,185.61,0,0,0,185.61,98.04,191.13,0,0,0,191.13,100.32,196.65,0,0,0,196.65,102.6,202.17,0,0,0,202.17,104.88,207.69,0,0,0,207.69,107.16,213.21,0,0,0,213.21,109.44,218.73,0,0,0,218.73,111.72,224.25,0,0,0,224.25,114
Pest's Magic Glaive,86.25,86.25,0,0,0,57,91.77,91.77,0,0,0,59.28,97.29,97.29,0,0,0,61.56,102.81,102.81,0,0,0,63.84,108.33,108.33,0,0,0,66.12,113.85,113.85,0,0,0,68.4,119.37,119.37,0,0,0,70.68,124.89,124.89,0,0,0,72.96,130.41,130.41,0,0,0,75.24,135.93,135.93,0,0,0,77.52,141.45,141.45,0,0,0,79.8,146.97,146.97,0,0,0,82.08,152.49,152.49,0,0,0,84.36,158.01,158.01,0,0,0,86.64,163.53,163.53,0,0,0,88.92,169.05,169.05,0,0,0,91.2,174.57,174.57,0,0,0,93.48,180.09,180.09,0,0,0,95.76,185.61,185.61,0,0,0,98.04,191.13,191.13,0,0,0,100.32,196.65,196.65,0,0,0,102.6,202.17,202.17,0,0,0,104.88,207.69,207.69,0,0,0,107.16,213.21,213.21,0,0,0,109.44,218.73,218.73,0,0,0,111.72,224.25,224.25,0,0,0,114
Pest's Cold Glaive,97.75,78.2,0,0,0,57,102.12,81.696,0,0,0,59.28,106.49,85.192,0,0,0,61.56,110.86,88.688,0,0,0,63.84,115.23,92.184,0,0,0,66.12,119.6,95.68,0,0,0,68.4,123.97,99.176,0,0,0,70.68,128.34,102.672,0,0,0,72.96,132.71,106.168,0,0,0,75.24,137.08,109.664,0,0,0,77.52,141.45,113.16,0,0,0,79.8,145.82,116.656,0,0,0,82.08,150.19,120.152,0,0,0,84.36,154.56,123.648,0,0,0,86.64,158.93,127.144,0,0,0,88.92,163.3,130.64,0,0,0,91.2,167.67,134.136,0,0,0,93.48,172.04,137.632,0,0,0,95.76,176.41,141.128,0,0,0,98.04,180.78,144.624,0,0,0,100.32,185.15,148.12,0,0,0,102.6,189.52,151.616,0,0,0,104.88,193.89,155.112,0,0,0,107.16,198.26,158.608,0,0,0,109.44,202.63,162.104,0,0,0,111.72,207,165.6,0,0,0,114
Pest's Poison Glaive,97.75,0,0,0,0,57,103.73,0,0,0,0,59.28,109.71,0,0,0,0,61.56,115.69,0,0,0,0,63.84,121.67,0,0,0,0,66.12,127.65,0,0,0,0,68.4,133.63,0,0,0,0,70.68,139.61,0,0,0,0,72.96,145.59,0,0,0,0,75.24,151.57,0,0,0,0,77.52,157.55,0,0,0,0,79.8,163.53,0,0,0,0,82.08,169.51,0,0,0,0,84.36,175.49,0,0,0,0,86.64,181.47,0,0,0,0,88.92,187.45,0,0,0,0,91.2,193.43,0,0,0,0,93.48,199.41,0,0,0,0,95.76,205.39,0,0,0,0,98.04,211.37,0,0,0,0,100.32,217.35,0,0,0,0,102.6,223.33,0,0,0,0,104.88,229.31,0,0,0,0,107.16,235.29,0,0,0,0,109.44,241.27,0,0,0,0,111.72,247.25,0,0,0,0,114
Pest's Blood Glaive,97.75,0,0,0,0,57,103.73,0,0,0,0,59.28,109.71,0,0,0,0,61.56,115.69,0,0,0,0,63.84,121.67,0,0,0,0,66.12,127.65,0,0,0,0,68.4,133.63,0,0,0,0,70.68,139.61,0,0,0,0,72.96,145.59,0,0,0,0,75.24,151.57,0,0,0,0,77.52,157.55,0,0,0,0,79.8,163.53,0,0,0,0,82.08,169.51,0,0,0,0,84.36,175.49,0,0,0,0,86.64,181.47,0,0,0,0,88.92,187.45,0,0,0,0,91.2,193.43,0,0,0,0,93.48,199.41,0,0,0,0,95.76,205.39,0,0,0,0,98.04,211.37,0,0,0,0,100.32,217.35,0,0,0,0,102.6,223.33,0,0,0,0,104.88,229.31,0,0,0,0,107.16,235.29,0,0,0,0,109.44,241.27,0,0,0,0,111.72,247.25,0,0,0,0,114
Pest's Occult Glaive,103.5,0,0,0,0,57,109.71,0,0,0,0,59.28,115.92,0,0,0,0,61.56,122.13,0,0,0,0,63.84,128.34,0,0,0,0,66.12,134.55,0,0,0,0,68.4,140.76,0,0,0,0,70.68,146.97,0,0,0,0,72.96,153.18,0,0,0,0,75.24,159.39,0,0,0,0,77.52,165.6,0,0,0,0,79.8,171.81,0,0,0,0,82.08,178.02,0,0,0,0,84.36,184.23,0,0,0,0,86.64,190.44,0,0,0,0,88.92,196.65,0,0,0,0,91.2,202.86,0,0,0,0,93.48,209.07,0,0,0,0,95.76,215.28,0,0,0,0,98.04,221.49,0,0,0,0,100.32,227.7,0,0,0,0,102.6,233.91,0,0,0,0,104.88,240.12,0,0,0,0,107.16,246.33,0,0,0,0,109.44,252.54,0,0,0,0,111.72,258.75,0,0,0,0,114
