Name,Physical,Magic,Fire,Lightning,Holy,AttackElementCorrect ID
Lightning Hand Axe,0,0,0,4,0,10000
Sacred Hand Axe,0,0,0,0,4,10000
Magic Hand Axe,0,4,0,0,0,10000
Cold Hand Axe,0,4,0,0,0,10000
Poison Hand Axe,0,0,0,0,0,10013
Blood Hand Axe,0,0,0,0,0,10013
Occult Hand Axe,7,0,0,0,0,10013
Jawbone Axe,0,0,0,0,0,10000
Heavy Jawbone Axe,1,0,0,0,0,10000
Keen Jawbone Axe,2,0,0,0,0,10000
Quality Jawbone Axe,8,0,0,0,0,10000
Fire Jawbone Axe,0,0,4,0,0,10005
Flame Art Jawbone Axe,0,0,4,0,0,10000
Lightning Jawbone Axe,0,0,0,4,0,10000
Sacred Jawbone Axe,0,0,0,0,4,10000
Magic Jawbone Axe,0,4,0,0,0,10000
Cold Jawbone Axe,0,4,0,0,0,10000
Poison Jawbone Axe,0,0,0,0,0,10013
Blood Jawbone Axe,0,0,0,0,0,10013
Occult Jawbone Axe,7,0,0,0,0,10013
Iron Cleaver,0,0,0,0,0,10000
Heavy Iron Cleaver,1,0,0,0,0,10000
Keen Iron Cleaver,2,0,0,0,0,10000
Quality Iron Cleaver,8,0,0,0,0,10000
Fire Iron Cleaver,0,0,4,0,0,10005
Flame Art Iron Cleaver,0,0,4,0,0,10000
Lightning Iron Cleaver,0,0,0,4,0,10000
Sacred Iron Cleaver,0,0,0,0,4,10000
Magic Iron Cleaver,0,4,0,0,0,10000
Cold Iron Cleaver,0,4,0,0,0,10000
Poison Iron Cleaver,0,0,0,0,0,10013
Blood Iron Cleaver,0,0,0,0,0,10013
Occult Iron Cleaver,7,0,0,0,0,10013
Ripple Blade,7,0,0,0,0,10013
Celebrant's Cleaver,0,0,0,0,0,10000
Celebrant's Heavy Cleaver,1,0,0,0,0,10000
Celebrant's Keen Cleaver,2,0,0,0,0,10000
Celebrant's Quality Cleaver,8,0,0,0,0,10000
Celebrant's Fire Cleaver,0,0,4,0,0,10005
Celebrant's Flame Art Cleaver,0,0,4,0,0,10000
Celebrant's Lightning Cleaver,0,0,0,4,0,10000
Celebrant's Sacred Cleaver,0,0,0,0,4,10000
Celebrant's Magic Cleaver,0,4,0,0,0,10000
Celebrant's Cold Cleaver,0,4,0,0,0,10000
Celebrant's Poison Cleaver,0,0,0,0,0,10013
Celebrant's Blood Cleaver,0,0,0,0,0,10013
Celebrant's Occult Cleaver,7,0,0,0,0,10013
Icerind Hatchet,0,0,0,0,0,10000
Highland Axe,0,0,0,0,0,10000
Heavy Highland Axe,1,0,0,0,0,10000
Keen Highland Axe,2,0,0,0,0,10000
Quality Highland Axe,8,0,0,0,0,10000
Fire Highland Axe,0,0,4,0,0,10005
Flame Art Highland Axe,0,0,4,0,0,10000
Lightning Highland Axe,0,0,0,4,0,10000
Sacred Highland Axe,0,0,0,0,4,10000
Magic Highland Axe,0,4,0,0,0,10000
Cold Highland Axe,0,4,0,0,0,10000
Poison Highland Axe,0,0,0,0,0,10013
Bloody Highland Axe,0,0,0,0,0,10013
Occult Highland Axe,7,0,0,0,0,10013
Sacrificial Axe,0,0,0,0,0,10000
Heavy Sacrificial Axe,1,0,0,0,0,10000
Keen Sacrificial Axe,2,0,0,0,0,10000
Quality Sacrificial Axe,8,0,0,0,0,10000
Fire Sacrificial Axe,0,0,4,0,0,10005
Flame Art Sacrificial Axe,0,0,4,0,0,10000
Lightning Sacrificial Axe,0,0,0,4,0,10000
Sacred Sacrificial Axe,0,0,0,0,4,10000
Magic Sacrificial Axe,0,4,0,0,0,10000
Cold Sacrificial Axe,0,4,0,0,0,10000
Poison Sacrificial Axe,0,0,0,0,0,10013
Blood Sacrificial Axe,0,0,0,0,0,10013
Occult Sacrificial Axe,7,0,0,0,0,10013
Rosus' Axe,0,4,0,0,0,10000
Stormhawk Axe,0,0,0,0,0,10000
Greataxe,0,0,0,0,0,10000
Heavy Greataxe,1,0,0,0,0,10000
Keen Greataxe,2,0,0,0,0,10000
Quality Greataxe,8,0,0,0,0,10000
Fire Greataxe,0,0,4,0,0,10005
Flame Art Greataxe,0,0,4,0,0,10000
Lightning Greataxe,0,0,0,4,0,10000
Sacred Greataxe,0,0,0,0,4,10000
Magic Greataxe,0,4,0,0,0,10000
Cold Greataxe,0,4,0,0,0,10000
Poison Greataxe,0,0,0,0,0,10013
Blood Greataxe,0,0,0,0,0,10013
Occult Greataxe,7,0,0,0,0,10013
Warped Axe,0,0,0,0,0,10000
Heavy Warped Axe,1,0,0,0,0,10000
Keen Warped Axe,2,0,0,0,0,10000
Quality Warped Axe,8,0,0,0,0,10000
Fire Warped Axe,0,0,4,0,0,10005
Flame Art Warped Axe,0,0,4,0,0,10000
Lightning Warped Axe,0,0,0,4,0,10000
Sacred Warped Axe,0,0,0,0,4,10000
Magic Warped Axe,0,4,0,0,0,10000
Cold Warped Axe,0,4,0,0,0,10000
Poison Warped Axe,0,0,0,0,0,10013
Blood Warped Axe,0,0,0,0,0,10013
Occult Warped Axe,7,0,0,0,0,10013
Great Omenkiller Cleaver,0,0,0,0,0,10000
Heavy Great Omenkiller Cleaver,1,0,0,0,0,10000
Keen Great Omenkiller Cleaver,2,0,0,0,0,10000
Quality Great Omenkiller Cleaver,8,0,0,0,0,10000
Fire Great Omenkiller Cleaver,0,0,4,0,0,10005
Flame Art Great Omenkiller Cleaver,0,0,4,0,0,10000
Lightning Great Omenkiller Cleaver,0,0,0,4,0,10000
Sacred Great Omenkiller Cleaver,0,0,0,0,4,10000
Magic Great Omenkiller Cleaver,0,4,0,0,0,10000
Cold Great Omenkiller Cleaver,0,4,0,0,0,10000
Poison Great Omenkiller Cleaver,0,0,0,0,0,10013
Blood Great Omenkiller Cleaver,0,0,0,0,0,10013
Occult Great Omenkiller Cleaver,7,0,0,0,0,10013
Crescent Moon Axe,0,0,0,0,0,10000
Heavy Crescent Moon Axe,1,0,0,0,0,10000
Keen Crescent Moon Axe,2,0,0,0,0,10000
Quality Crescent Moon Axe,8,0,0,0,0,10000
Fire Crescent Moon Axe,0,0,4,0,0,10005
Flame Art Crescent Moon Axe,0,0,4,0,0,10000
Lightning Crescent Moon Axe,0,0,0,4,0,10000
Sacred Crescent Moon Axe,0,0,0,0,4,10000
Magic Crescent Moon Axe,0,4,0,0,0,10000
Cold Crescent Moon Axe,0,4,0,0,0,10000
Poison Crescent Moon Axe,0,0,0,0,0,10013
Blood Crescent Moon Axe,0,0,0,0,0,10013
Occult Crescent Moon Axe,7,0,0,0,0,10013
Axe of Godrick,0,0,0,0,0,10000
Longhaft Axe,0,0,0,0,0,10000
Heavy Longhaft Axe,1,0,0,0,0,10000
Keen Longhaft Axe,2,0,0,0,0,10000
Quality Longhaft Axe,8,0,0,0,0,10000
Fire Longhaft Axe,0,0,4,0,0,10005
Flame Art Longhaft Axe,0,0,4,0,0,10000
Lightning Longhaft Axe,0,0,0,4,0,10000
Sacred Longhaft Axe,0,0,0,0,4,10000
Magic Longhaft Axe,0,4,0,0,0,10000
Cold Longhaft Axe,0,4,0,0,0,10000
Poison Longhaft Axe,0,0,0,0,0,10013
Blood Longhaft Axe,0,0,0,0,0,10013
Occult Longhaft Axe,7,0,0,0,0,10013
Rusted Anchor,0,0,0,0,0,10000
Heavy Rusted Anchor,1,0,0,0,0,10000
Keen Rusted Anchor,2,0,0,0,0,10000
Quality Rusted Anchor,8,0,0,0,0,10000
Fire Rusted Anchor,0,0,4,0,0,10005
Flame Art Rusted Anchor,0,0,4,0,0,10000
Lightning Rusted Anchor,0,0,0,4,0,10000
Sacred Rusted Anchor,0,0,0,0,4,10000
Magic Rusted Anchor,0,4,0,0,0,10000
Cold Rusted Anchor,0,4,0,0,0,10000
Poison Rusted Anchor,0,0,0,0,0,10013
Blood Rusted Anchor,0,0,0,0,0,10013
Occult Rusted Anchor,7,0,0,0,0,10013
Executioner's Greataxe,0,0,0,0,0,10000
Executioner's Heavy Greataxe,1,0,0,0,0,10000
Executioner's Keen Greataxe,2,0,0,0,0,10000
Executioner's Quality Greataxe,8,0,0,0,0,10000
Executioner's Fire Greataxe,0,0,4,0,0,10005
Executioner's Flame Art Greataxe,0,0,4,0,0,10000
Executioner's Lightning Greataxe,0,0,0,4,0,10000
Executioner's Sacred Greataxe,0,0,0,0,4,10000
Executioner's Magic Greataxe,0,4,0,0,0,10000
Executioner's Cold Greataxe,0,4,0,0,0,10000
Executioner's Poison Greataxe,0,0,0,0,0,10013
Executioner's Blood Greataxe,0,0,0,0,0,10013
Executioner's Occult Greataxe,7,0,0,0,0,10013
Winged Greathorn,0,0,0,0,0,10000
Butchering Knife,0,0,0,0,0,10000
Heavy Butchering Knife,1,0,0,0,0,10000
Keen Butchering Knife,2,0,0,0,0,10000
Quality Butchering Knife,8,0,0,0,0,10000
Fire Butchering Knife,0,0,4,0,0,10005
Flame Art Butchering Knife,0,0,4,0,0,10000
Lightning Butchering Knife,0,0,0,4,0,10000
Sacred Butchering Knife,0,0,0,0,4,10000
Magic Butchering Knife,0,4,0,0,0,10000
Cold Butchering Knife,0,4,0,0,0,10000
Poison Butchering Knife,0,0,0,0,0,10013
Blood Butchering Knife,0,0,0,0,0,10013
Occult Butchering Knife,7,0,0,0,0,10013
Gargoyle's Great Axe,0,0,0,0,0,10000
Gargoyle's Heavy Great Axe,1,0,0,0,0,10000
Gargoyle's Keen Great Axe,2,0,0,0,0,10000
Gargoyle's Quality Great Axe,8,0,0,0,0,10000
Gargoyle's Fire Great Axe,0,0,4,0,0,10005
Gargoyle's Flame Art Great Axe,0,0,4,0,0,10000
Gargoyle's Lightning Great Axe,0,0,0,4,0,10000
Gargoyle's Sacred Great Axe,0,0,0,0,4,10000
Gargoyle's Magic Great Axe,0,4,0,0,0,10000
Gargoyle's Cold Great Axe,0,4,0,0,0,10000
Gargoyle's Poison Great Axe,0,0,0,0,0,10013
Gargoyle's Blood Great Axe,0,0,0,0,0,10013
Gargoyle's Occult Great Axe,7,0,0,0,0,10013
Gargoyle's Black Axe,0,0,0,0,4,10000
Short Spear,0,0,0,0,0,10000
Heavy Short Spear,1,0,0,0,0,10000
Keen Short Spear,2,0,0,0,0,10000
Quality Short Spear,8,0,0,0,0,10000
Fire Short Spear,0,0,4,0,0,10005
Flame Art Short Spear,0,0,4,0,0,10000
Lightning Short Spear,0,0,0,4,0,10000
Sacred Short Spear,0,0,0,0,4,10000
Magic Short Spear,0,4,0,0,0,10000
Cold Short Spear,0,4,0,0,0,10000
Poison Short Spear,0,0,0,0,0,10013
Blood Short Spear,0,0,0,0,0,10013
Occult Short Spear,7,0,0,0,0,10013
Spear,0,0,0,0,0,10000
Heavy Spear,1,0,0,0,0,10000
Keen Spear,2,0,0,0,0,10000
Quality Spear,8,0,0,0,0,10000
Fire Spear,0,0,4,0,0,10005
Flame Art Spear,0,0,4,0,0,10000
Lightning Spear,0,0,0,4,0,10000
Sacred Spear,0,0,0,0,4,10000
Magic Spear,0,4,0,0,0,10000
Cold Spear,0,4,0,0,0,10000
Poison Spear,0,0,0,0,0,10013
Bloody Spear,0,0,0,0,0,10013
Occult Spear,7,0,0,0,0,10013
Crystal Spear,0,4,0,0,0,10000
Clayman's Harpoon,0,4,0,0,0,10000
Clayman's Heavy Harpoon,1,4,0,0,0,10000
Clayman's Keen Harpoon,2,4,0,0,0,10000
Clayman's Quality Harpoon,8,4,0,0,0,10000
Clayman's Fire Harpoon,0,4,4,0,0,10005
Clayman's Flame Art Harpoon,0,4,4,0,0,10000
Clayman's Lightning Harpoon,0,4,0,4,0,10000
Clayman's Sacred Harpoon,0,4,0,0,4,10000
Clayman's Magic Harpoon,0,4,0,0,0,10000
Clayman's Cold Harpoon,0,4,0,0,0,10000
Clayman's Poison Harpoon,0,4,0,0,0,10013
Clayman's Blood Harpoon,0,4,0,0,0,10013
Clayman's Occult Harpoon,7,4,0,0,0,10013
Cleanrot Spear,0,0,0,0,4,10000
Partisan,0,0,0,0,0,10000
Heavy Partisan,1,0,0,0,0,10000
Keen Partisan,2,0,0,0,0,10000
Quality Partisan,8,0,0,0,0,10000
Fire Partisan,0,0,4,0,0,10005
Flame Art Partisan,0,0,4,0,0,10000
Lightning Partisan,0,0,0,4,0,10000
Sacred Partisan,0,0,0,0,4,10000
Magic Partisan,0,4,0,0,0,10000
Cold Partisan,0,4,0,0,0,10000
Poison Partisan,0,0,0,0,0,10013
Blood Partisan,0,0,0,0,0,10013
Occult Partisan,7,0,0,0,0,10013
Celebrant's Rib-Rake,0,0,0,0,0,10000
Celebrant's Heavy Rib-Rake,1,0,0,0,0,10000
Celebrant's Keen Rib-Rake,2,0,0,0,0,10000
Celebrant's Quality Rib-Rake,8,0,0,0,0,10000
Celebrant's Fire Rib-Rake,0,0,4,0,0,10005
Celebrant's Flame Art Rib-Rake,0,0,4,0,0,10000
Celebrant's Lightning Rib-Rake,0,0,0,4,0,10000
Celebrant's Sacred Rib-Rake,0,0,0,0,4,10000
Celebrant's Magic Rib-Rake,0,4,0,0,0,10000
Celebrant's Cold Rib-Rake,0,4,0,0,0,10000
Celebrant's Poison Rib-Rake,0,0,0,0,0,10013
Celebrant's Blood Rib-Rake,0,0,0,0,0,10013
Celebrant's Occult Rib-Rake,7,0,0,0,0,10013
Pike,0,0,0,0,0,10000
Heavy Pike,1,0,0,0,0,10000
Keen Pike,2,0,0,0,0,10000
Quality Pike,8,0,0,0,0,10000
Fire Pike,0,0,4,0,0,10005
Flame Art Pike,0,0,4,0,0,10000
Lightning Pike,0,0,0,4,0,10000
Sacred Pike,0,0,0,0,4,10000
Magic Pike,0,4,0,0,0,10000
Cold Pike,0,4,0,0,0,10000
Poison Pike,0,0,0,0,0,10013
Blood Pike,0,0,0,0,0,10013
Occult Pike,7,0,0,0,0,10013
Torchpole,0,0,4,0,0,10000
Bolt of Gransax,0,0,0,4,0,10000
Cross-Naginata,0,0,0,0,0,10000
Heavy Cross-Naginata,1,0,0,0,0,10000
Keen Cross-Naginata,2,0,0,0,0,10000
Quality Cross-Naginata,8,0,0,0,0,10000
Fire Cross-Naginata,0,0,4,0,0,10005
Flame Art Cross-Naginata,0,0,4,0,0,10000
Lightning Cross-Naginata,0,0,0,4,0,10000
Sacred Cross-Naginata,0,0,0,0,4,10000
Magic Cross-Naginata,0,4,0,0,0,10000
Cold Cross-Naginata,0,4,0,0,0,10000
Poison Cross-Naginata,0,0,0,0,0,10013
Blood Cross-Naginata,0,0,0,0,0,10013
Occult Cross-Naginata,7,0,0,0,0,10013
Death Ritual Spear,0,4,0,0,0,10000
Inquisitor's Girandole,0,0,4,0,0,10000
Spiked Spear,0,0,0,0,0,10000
Heavy Spiked Spear,1,0,0,0,0,10000
Keen Spiked Spear,2,0,0,0,0,10000
Quality Spiked Spear,8,0,0,0,0,10000
Fire Spiked Spear,0,0,4,0,0,10005
Flame Art Spiked Spear,0,0,4,0,0,10000
Lightning Spiked Spear,0,0,0,4,0,10000
Sacred Spiked Spear,0,0,0,0,4,10000
Magic Spiked Spear,0,4,0,0,0,10000
Cold Spiked Spear,0,4,0,0,0,10000
Poison Spiked Spear,0,0,0,0,0,10013
Blood Spiked Spear,0,0,0,0,0,10013
Occult Spiked Spear,7,0,0,0,0,10013
Iron Spear,0,0,0,0,0,10000
Heavy Iron Spear,1,0,0,0,0,10000
Keen Iron Spear,2,0,0,0,0,10000
Quality Iron Spear,8,0,0,0,0,10000
Fire Iron Spear,0,0,4,0,0,10005
Flame Art Iron Spear,0,0,4,0,0,10000
Lightning Iron Spear,0,0,0,4,0,10000
Sacred Iron Spear,0,0,0,0,4,10000
Magic Iron Spear,0,4,0,0,0,10000
Cold Iron Spear,0,4,0,0,0,10000
Poison Iron Spear,0,0,0,0,0,10013
Blood Iron Spear,0,0,0,0,0,10013
Occult Iron Spear,7,0,0,0,0,10013
Rotten Crystal Spear,0,4,0,0,0,10000
Mohgwyn's Sacred Spear,7,0,4,0,0,10100
Siluria's Tree,0,0,0,0,4,10000
Serpent-Hunter,0,0,0,0,0,10000
Vyke's War Spear,0,0,4,0,0,10000
Lance,0,0,0,0,0,10000
Heavy Lance,1,0,0,0,0,10000
Keen Lance,2,0,0,0,0,10000
Quality Lance,8,0,0,0,0,10000
Fire Lance,0,0,4,0,0,10005
Flame Art Lance,0,0,4,0,0,10000
Lightning Lance,0,0,0,4,0,10000
Sacred Lance,0,0,0,0,4,10000
Magic Lance,0,4,0,0,0,10000
Cold Lance,0,4,0,0,0,10000
Poison Lance,0,0,0,0,0,10013
Bloody Lance,0,0,0,0,0,10013
Occult Lance,7,0,0,0,0,10013
Treespear,0,0,0,0,4,10000
Halberd,0,0,0,0,0,10000
Heavy Halberd,1,0,0,0,0,10000
Keen Halberd,2,0,0,0,0,10000
Quality Halberd,8,0,0,0,0,10000
Fire Halberd,0,0,4,0,0,10005
Flame Art Halberd,0,0,4,0,0,10000
Lightning Halberd,0,0,0,4,0,10000
Sacred Halberd,0,0,0,0,4,10000
Magic Halberd,0,4,0,0,0,10000
Cold Halberd,0,4,0,0,0,10000
Poison Halberd,0,0,0,0,0,10013
Blood Halberd,0,0,0,0,0,10013
Occult Halberd,7,0,0,0,0,10013
Pest's Glaive,0,0,0,0,0,10000
Pest's Heavy Glaive,1,0,0,0,0,10000
Pest's Keen Glaive,2,0,0,0,0,10000
Pest's Quality Glaive,8,0,0,0,0,10000
Pest's Fire Glaive,0,0,4,0,0,10005
Pest's Flame Art Glaive,0,0,4,0,0,10000
Pest's Lightning Glaive,0,0,0,4,0,10000
Pest's Sacred Glaive,0,0,0,0,4,10000
Pest's Magic Glaive,0,4,0,0,0,10000
Pest's Cold Glaive,0,4,0,0,0,10000
Pest's Poison Glaive,0,0,0,0,0,10013
Pest's Blood Glaive,0,0,0,0,0,10013
Pest's Occult Glaive,7,0,0,0,0,10013
Lucerne,0,0,0,0,0,10000
Heavy Lucerne,1,0,0,0,0,10000
Keen Lucerne,2,0,0,0,0,10000
Quality Lucerne,8,0,0,0,0,10000
Fire Lucerne,0,0,4,0,0,10005
Flame Art Lucerne,0,0,4,0,0,10000
Lightning Lucerne,0,0,0,4,0,10000
Sacred Lucerne,0,0,0,0,4,10000
Magic Lucerne,0,4,0,0,0,10000
Cold Lucerne,0,4,0,0,0,10000
Poison Lucerne,0,0,0,0,0,10013
Blood Lucerne,0,0,0,0,0,10013
Occult Lucerne,7,0,0,0,0,10013
Banished Knight's Halberd,0,0,0,0,0,10000
Banished Knight's Heavy Halberd,1,0,0,0,0,10000
Banished Knight's Keen Halberd,2,0,0,0,0,10000
Banished Knight's Quality Halberd,8,0,0,0,0,10000
Banished Knight's Fire Halberd,0,0,4,0,0,10005
Banished Knight's Flame Art Halberd,0,0,4,0,0,10000
Banished Knight's Lightning Halberd,0,0,0,4,0,10000
Banished Knight's Sacred Halberd,0,0,0,0,4,10000
Banished Knight's Magic Halberd,0,4,0,0,0,10000
Banished Knight's Cold Halberd,0,4,0,0,0,10000
Banished Knight's Poison Halberd,0,0,0,0,0,10013
Banished Knight's Blood Halberd,0,0,0,0,0,10013
Banished Knight's Occult Halberd,7,0,0,0,0,10013
Commander's Standard,0,0,0,0,0,10000
Nightrider Glaive,0,0,0,0,0,10000
Heavy Nightrider Glaive,1,0,0,0,0,10000
Keen Nightrider Glaive,2,0,0,0,0,10000
Quality Nightrider Glaive,8,0,0,0,0,10000
Fire Nightrider Glaive,0,0,4,0,0,10005
Flame Art Nightrider Glaive,0,0,4,0,0,10000
Lightning Nightrider Glaive,0,0,0,4,0,10000
Sacred Nightrider Glaive,0,0,0,0,4,10000
Magic Nightrider Glaive,0,4,0,0,0,10000
Cold Nightrider Glaive,0,4,0,0,0,10000
Poison Nightrider Glaive,0,0,0,0,0,10013
Blood Nightrider Glaive,0,0,0,0,0,10013
Occult Nightrider Glaive,7,0,0,0,0,10013
Ripple Crescent Halberd,7,0,0,0,0,10013
Vulgar Militia Saw,0,0,0,0,0,10000
Heavy Vulgar Militia Saw,1,0,0,0,0,10000
Keen Vulgar Militia Saw,2,0,0,0,0,10000
Quality Vulgar Militia Saw,8,0,0,0,0,10000
Fire Vulgar Militia Saw,0,0,4,0,0,10005
Flame Art Vulgar Militia Saw,0,0,4,0,0,10000
Lightning Vulgar Militia Saw,0,0,0,4,0,10000
Sacred Vulgar Militia Saw,0,0,0,0,4,10000
Magic Vulgar Militia Saw,0,4,0,0,0,10000
Cold Vulgar Militia Saw,0,4,0,0,0,10000
Poison Vulgar Militia Saw,0,0,0,0,0,10013
Blood Vulgar Militia Saw,0,0,0,0,0,10013
Occult Vulgar Militia Saw,7,0,0,0,0,10013
Golden Halberd,0,0,0,0,4,10000
Glaive,0,0,0,0,0,10000
Heavy Glaive,1,0,0,0,0,10000
Keen Glaive,2,0,0,0,0,10000
Quality Glaive,8,0,0,0,0,10000
Fire Glaive,0,0,4,0,0,10005
Flame Art Glaive,0,0,4,0,0,10000
Lightning Glaive,0,0,0,4,0,10000
Sacred Glaive,0,0,0,0,4,10000
Magic Glaive,0,4,0,0,0,10000
Cold Glaive,0,4,0,0,0,10000
Poison Glaive,0,0,0,0,0,10013
Blood Glaive,0,0,0,0,0,10013
Occult Glaive,7,0,0,0,0,10013
Loretta's War Sickle,0,4,0,0,0,10000
Guardian's Swordspear,0,0,0,0,0,10000
Guardian's Heavy Swordspear,1,0,0,0,0,10000
Guardian's Keen Swordspear,2,0,0,0,0,10000
Guardian's Quality Swordspear,8,0,0,0,0,10000
Guardian's Fire Swordspear,0,0,4,0,0,10005
Guardian's Flame Art Swordspear,0,0,4,0,0,10000
Guardian's Lightning Swordspear,0,0,0,4,0,10000
Guardian's Sacred Swordspear,0,0,0,0,4,10000
Guardian's Magic Swordspear,0,4,0,0,0,10000
Guardian's Cold Swordspear,0,4,0,0,0,10000
Guardian's Poison Swordspear,0,0,0,0,0,10013
Guardian's Blood Swordspear,0,0,0,0,0,10013
Guardian's Occult Swordspear,7,0,0,0,0,10013
Vulgar Militia Shotel,0,0,0,0,0,10000
Heavy Vulgar Militia Shotel,1,0,0,0,0,10000
Keen Vulgar Militia Shotel,2,0,0,0,0,10000
Quality Vulgar Militia Shotel,8,0,0,0,0,10000
Fire Vulgar Militia Shotel,0,0,4,0,0,10005
Flame Art Vulgar Militia Shotel,0,0,4,0,0,10000
Lightning Vulgar Militia Shotel,0,0,0,4,0,10000
Sacred Vulgar Militia Shotel,0,0,0,0,4,10000
Magic Vulgar Militia Shotel,0,4,0,0,0,10000
Cold Vulgar Militia Shotel,0,4,0,0,0,10000
Poison Vulgar Militia Shotel,0,0,0,0,0,10013
Blood Vulgar Militia Shotel,0,0,0,0,0,10013
Occult Vulgar Militia Shotel,7,0,0,0,0,10013
Dragon Halberd,0,0,0,4,0,10000
Gargoyle's Halberd,0,0,0,0,0,10000
Gargoyle's Heavy Halberd,1,0,0,0,0,10000
Gargoyle's Keen Halberd,2,0,0,0,0,10000
Gargoyle's Quality Halberd,8,0,0,0,0,10000
Gargoyle's Fire Halberd,0,0,4,0,0,10005
Gargoyle's Flame Art Halberd,0,0,4,0,0,10000
Gargoyle's Lightning Halberd,0,0,0,4,0,10000
Gargoyle's Sacred Halberd,0,0,0,0,4,10000
Gargoyle's Magic Halberd,0,4,0,0,0,10000
Gargoyle's Cold Halberd,0,4,0,0,0,10000
Gargoyle's Poison Halberd,0,0,0,0,0,10013
Gargoyle's Blood Halberd,0,0,0,0,0,10013
Gargoyle's Occult Halberd,7,0,0,0,0,10013
Gargoyle's Black Halberd,0,0,0,0,0,10000
Scythe,0,0,0,0,0,10000
Heavy Scythe,1,0,0,0,0,10000
Keen Scythe,2,0,0,0,0,10000
Quality Scythe,8,0,0,0,0,10000
Fire Scythe,0,0,4,0,0,10005
Flame Art Scythe,0,0,4,0,0,10000
Lightning Scythe,0,0,0,4,0,10000
Sacred Scythe,0,0,0,0,4,10000
Magic Scythe,0,4,0,0,0,10000
Cold Scythe,0,4,0,0,0,10000
Poison Scythe,0,0,0,0,0,10013
Blood Scythe,0,0,0,0,0,10013
Occult Scythe,7,0,0,0,0,10013
Grave Scythe,0,0,0,0,0,10000
Heavy Grave Scythe,1,0,0,0,0,10000
Keen Grave Scythe,2,0,0,0,0,10000
Quality Grave Scythe,8,0,0,0,0,10000
Fire Grave Scythe,0,0,4,0,0,10005
Flame Art Grave Scythe,0,0,4,0,0,10000
Lightning Grave Scythe,0,0,0,4,0,10000
Sacred Grave Scythe,0,0,0,0,4,10000
Magic Grave Scythe,0,4,0,0,0,10000
Cold Grave Scythe,0,4,0,0,0,10000
Poison Grave Scythe,0,0,0,0,0,10013
Blood Grave Scythe,0,0,0,0,0,10013
Occult Grave Scythe,7,0,0,0,0,10013
Halo Scythe,0,0,0,0,4,10000
Winged Scythe,0,0,0,0,4,10000
Whip,0,0,0,0,0,10000
Heavy Whip,1,0,0,0,0,10000
Keen Whip,2,0,0,0,0,10000
Quality Whip,8,0,0,0,0,10000
Fire Whip,0,0,4,0,0,10005
Flame Art Whip,0,0,4,0,0,10000
Lightning Whip,0,0,0,4,0,10000
Sacred Whip,0,0,0,0,4,10000
Magic Whip,0,4,0,0,0,10000
Cold Whip,0,4,0,0,0,10000
Poison Whip,0,0,0,0,0,10013
Blood Whip,0,0,0,0,0,10013
Occult Whip,7,0,0,0,0,10013
Thorned Whip,0,0,0,0,0,10000
Heavy Thorned Whip,1,0,0,0,0,10000
Keen Thorned Whip,2,0,0,0,0,10000
Quality Thorned Whip,8,0,0,0,0,10000
Fire Thorned Whip,0,0,4,0,0,10005
Flame Art Thorned Whip,0,0,4,0,0,10000
Lightning Thorned Whip,0,0,0,4,0,10000
Sacred Thorned Whip,0,0,0,0,4,10000
Magic Thorned Whip,0,4,0,0,0,10000
Cold Thorned Whip,0,4,0,0,0,10000
Poison Thorned Whip,0,0,0,0,0,10013
Blood Thorned Whip,0,0,0,0,0,10013
Occult Thorned Whip,7,0,0,0,0,10013
Magma Whip Candlestick,0,0,4,0,0,10000
Hoslow's Petal Whip,0,0,0,0,0,10000
Hoslow's Heavy Petal Whip,1,0,0,0,0,10000
Hoslow's Keen Petal Whip,2,0,0,0,0,10000
Hoslow's Quality Petal Whip,8,0,0,0,0,10000
Hoslow's Fire Petal Whip,0,0,4,0,0,10005
Hoslow's Flame Art Petal Whip,0,0,4,0,0,10000
Hoslow's Lightning Petal Whip,0,0,0,4,0,10000
Hoslow's Sacred Petal Whip,0,0,0,0,4,10000
Hoslow's Magic Petal Whip,0,4,0,0,0,10000
Hoslow's Cold Petal Whip,0,4,0,0,0,10000
Hoslow's Poison Petal Whip,0,0,0,0,0,10013
Hoslow's Blood Petal Whip,0,0,0,0,0,10013
Hoslow's Occult Petal Whip,7,0,0,0,0,10013
Giant's Red Braid,0,0,4,0,0,10000
Urumi,0,0,0,0,0,10000
Heavy Urumi,1,0,0,0,0,10000
Keen Urumi,2,0,0,0,0,10000
Quality Urumi,8,0,0,0,0,10000
Fire Urumi,0,0,4,0,0,10005
Flame Art Urumi,0,0,4,0,0,10000
Lightning Urumi,0,0,0,4,0,10000
Sacred Urumi,0,0,0,0,4,10000
Magic Urumi,0,4,0,0,0,10000
Cold Urumi,0,4,0,0,0,10000
Poison Urumi,0,0,0,0,0,10013
Blood Urumi,0,0,0,0,0,10013
Occult Urumi,7,0,0,0,0,10013
Caestus,0,0,0,0,0,10000
Heavy Caestus,1,0,0,0,0,10000
Keen Caestus,2,0,0,0,0,10000
Quality Caestus,8,0,0,0,0,10000
Fire Caestus,0,0,4,0,0,10005
Flame Art Caestus,0,0,4,0,0,10000
Lightning Caestus,0,0,0,4,0,10000
Sacred Caestus,0,0,0,0,4,10000
Magic Caestus,0,4,0,0,0,10000
Cold Caestus,0,4,0,0,0,10000
Poison Caestus,0,0,0,0,0,10013
